review_id,beer_id,username,taste
113,205644,shirtless_mike,3.5
114,205644,frekky,3.5
115,205644,Jakethesnake503,4.25
116,205644,dexterk1,4
117,205644,Discos2,4.75
118,205644,richj1970,4
119,205644,Zuidman,4
120,205644,egrace84,4
121,205644,Duff27,3.75
122,206623,GRG1313,4
123,206623,rodbeermunch,4
124,206623,ivegot3Dvision,4
125,206623,brotherloco,3.5
126,206623,deford,3
127,174137,Gerred,3.5
128,174137,JerzDevl2000,4
129,174137,Timtac,3.75
130,174137,Ultimate,4
131,174137,LTreezly,3.75
132,174137,zekeman17,4
133,174137,rfgetz,4
134,174137,LoveStout,3.5
135,174137,acurtis,3.5
136,174137,devilfluff,4
137,174137,ShemRahBoo,3.5
138,174137,InspectorBob,4
139,96331,dirtylou,
140,125646,franman,4.75
141,125646,Mfdsr1,4.5
142,125646,allrecreational,4.5
143,125646,jstilwell,4.5
144,125646,moysauce,4.75
145,58482,Kadonny,4
146,58482,Sammy,3
147,58482,Lexluthor33,4
148,58482,jamie2dope,4
149,58482,dogfishandi,3.5
150,58482,DanielClouser,3
151,58482,Patrick999,4
152,58482,JohnQVegas,4
153,58482,wiseguy142,3
154,58482,hosehead83,4
155,58482,TurtleCove,4.5
156,58482,callmemickey,3.5
157,58482,techcommdood,3.5
158,58482,ToddT,3.5
159,58482,maximum12,4
160,58482,Nickls,4
161,58482,cjgator3,4
162,58482,cvstrickland,4
163,58482,LilBeerDoctor,3.5
164,58482,jsanto,4
165,58482,Casey10,4.5
166,125646,TomWight,4.75
167,125646,deonreds,4.5
168,256526,SmithyAlan,
169,58482,koopa,4.5
170,58482,Slatetank,3.5
171,58482,Pencible,4
172,200826,ShanePB,
173,200826,DrBier,
174,74580,tsauce2,4
175,74580,smchenry75,
176,74580,JamesS,4
177,259020,tvenne,4
178,259020,AdmiralOzone,3.25
179,259020,Czequershuus,3
180,259020,evanschaaf,4.25
181,259020,pat61,3.75
182,259020,moundbz,4
183,259020,Nolster,3.5
184,259020,MrUse,3.75
185,259020,NilocRellim,4
186,104824,EgadBananas,
187,104824,cfaulman,
188,104824,Loogs,
189,104824,MNPikey,
190,104824,iL0VEbeer,
191,104824,vitters03,
192,104824,BullBearHawk,
193,104824,kustard,
194,104824,NHhomebrewguy,
195,104824,XmnwildX12,4.75
196,104824,Brewski,
197,104824,ygtbsm94,
198,104824,Jd2391,
199,104824,DIPAFAN,
200,125646,scelia1412,4.75
201,125646,Vidblain,4.75
202,311190,woodychandler,4
203,311190,BubbleBobble,3.5
204,311190,sgregory,4
205,311190,argock,3.5
206,311190,Knapp85,3.5
207,311190,TheGent,3
208,311190,Benish,4
209,311190,RobinLee,4.25
210,311190,TheTinDoor,4.25
211,311190,_Adam_,4.25
212,311190,DanGeo,3.75
213,311190,sisterofba,3.5
214,311190,petewheeler,3.75
215,311190,wattie83,4.25
216,311190,metter98,3.75
217,311190,DrBier,3.75
218,311190,Schmaltz33,3.5
219,311190,Dragginballs76,3.5
220,311190,tobelerone,3.75
221,311190,Bad_Attitude_Brews,2.25
222,252747,SenseiCaco,
223,252747,SirDirtJoe,
224,324898,BdM,3.25
225,324898,jroof1,3.75
226,324898,Hayley_86,3.75
227,311190,LeftHanded666,4
228,311190,dbrauneis,4
229,311190,dvmin98,4
230,292184,Adamostella,
231,292184,DamienI,
232,367057,REVZEB,
233,102738,mrleebob,
234,102738,wl0307,
235,203086,kjkinsey,3
236,203086,Dface,2.75
237,203086,zbooks,3
238,203086,NeverSettle,2.75
239,104824,KFBR392,4.25
240,104824,Tanger112,
241,104824,sbxx,2.5
242,104824,Carloco,
243,104824,SaxmanRick,4.75
244,104824,ethanmc12,
245,104824,sahd-1,
246,104824,Ristaccia,
247,104824,BDeibs,
248,104824,prtwin2a,
249,104824,PopnLoads,
250,92616,pm5k00,3.5
251,92616,DrinkThemAll,3.25
252,92616,TheRougeBastard,4
253,92616,GRG1313,3.75
254,92616,DrJones,4
255,92616,johlac66,3.5
256,92616,AMCimpi,3.75
257,92616,Rick_Ereth,1
258,92616,Dbenitez,4.75
259,92616,Drink_LocalSD,
260,92616,Birmz,
261,92616,letsgodrinking,
262,92616,James_Cody,
263,92616,WDJersey,
264,92616,Nugganooch,3.5
265,92616,DoubleJ,4
266,92616,Devinph,4
267,97487,Smarty_Pints,
268,97487,SocalKicks,
269,97487,Piddmeista,
270,97487,CoolEthan,
271,125646,MonDak_Joe1953,4.5
272,125646,arr3388,5
273,125646,Brian1357,5
274,125646,Bammer21,4.5
275,125646,ford0626,4.75
276,125646,Sloanerb,4.75
277,125646,adipilla8708,5
278,125646,Drhall36,4.5
279,125646,Dutchcraftbeergeek,4.75
280,245263,dcmchew,
281,195387,Darkmagus82,
282,125646,Dloschiavo,4.75
283,125646,TedStrosser,4.75
284,125646,hughesm12,5
285,125646,Choppin-Banana,4
286,125646,palealeale,4.75
287,125646,thinwhiteduke,4.5
288,125646,Yanzo,5
289,125646,Treyliff,4.75
290,125646,mmenard169,4.5
291,125646,Kcoondawg,4
292,125646,Preluderl,4.25
293,125646,cmukid87,4.75
294,125646,MaximumYuks,4.5
295,125646,Cpmitchno1,4.5
296,125646,JonB25,5
297,125646,MustangPauli,4.75
298,125646,Plissken,4.75
299,125646,bibo_ergo_sum,5
300,125646,moltch,5
301,125646,arusso13,4.75
302,125646,Eiwatts9,4.5
303,125646,mcsoupman,4.5
304,125646,lonestarstate97,4
305,125646,EnthusedAboutBeer,4.75
306,125646,digboy,4.5
307,84394,KevMo84,
308,84394,jsilva,
309,84394,yourefragile,
310,84394,djre4orm,
311,97487,twillingthenoz,
312,92616,UCLABrewN84,3.5
313,92616,mactrail,3.5
314,346749,egrandfield,4.25
315,346749,robotic_being,4.25
316,346749,pstam87,4.5
317,346749,Guinnsslvr,3.75
318,346749,vande,4.25
319,346749,uncleotis,4.25
320,346749,RobGWS,4
321,346749,Bammer21,3.75
322,346749,tastocke,4.5
323,346749,jgunther71,3.75
324,346749,krome,3.75
325,346749,Rimbimhoot,4.25
326,346749,jakea,4
327,58482,MaltyGoodness,4
328,58482,SPRichard,4
329,58482,ChainGangGuy,4
330,58482,mikey711,3.5
331,58482,jwc215,3.5
332,58482,GeoffFromSJ,4.5
333,97487,iatethecloudsfor,
334,144464,edhizdeid,
335,58482,WVbeergeek,5
336,58482,OldSchoolGamer,4
337,58482,magnj,4
338,58482,NiceGuyMike,4
339,58482,fav920,4
340,58482,roan22,3.5
341,58482,BirdFlu,3
342,58482,BigMike,3.5
343,58482,corby112,3.5
344,64319,metter98,3.25
345,64319,kaelingirl,
346,64319,ablackard,
347,58482,ColForbinBC,4
348,58482,drcarver,4.5
349,58482,vikingloki,3
350,58482,Hojaminbag,4
351,58482,tempest,3.5
352,58482,woodychandler,4
353,58482,Birdiebeagle,4.5
354,58482,ejimhof,4
355,58482,JoePetto,5
356,58482,NJpadreFan,3.5
357,64319,TheBrewsky,4
358,64319,BlueSpader,4.5
359,64319,a77cj7,
360,64319,djrn2,
361,64319,MV_CHI-NS,3.5
362,64319,Lovely85,
363,64319,nickfl,
364,64319,Nage37,
365,203086,ovaltine,3.75
366,203086,Texasfan549,3.25
367,64319,beertunes,3.25
368,64319,mhaugo,1.5
369,64319,pauldevay,
370,64319,mactrail,3.5
371,64319,RblWthACoz,3.75
372,64319,hayesjw,
373,64319,Bnoise11,
374,64319,kojevergas,2
375,64319,wethorseblanket,
376,64319,UCLABrewN84,4.5
377,64319,Wowcoolman,4
378,64319,AApparel,
379,64319,TGS,
380,64319,StonePhil,
381,64319,womencantsail,3.5
382,203086,Bryan12345,2.75
383,203086,donspublic,3.5
384,203086,greenspointexas,3.5
385,203086,Pro_Magnon,4
386,203086,ilikebeer03,3.25
387,203086,Gagnonsux,4
388,144464,bcm75,4
389,144464,Dicers,3.5
390,64319,jminsc76,4.5
391,64319,DoubleJ,3.5
392,64319,beagle75,4
393,104824,JSBILK,
394,104824,BMart,
395,104824,BrownAleMale,
396,104824,schris,
397,104824,iDrake,
398,104824,injuredreserve,
399,104824,mklisz,4.25
400,104824,jrhottle,
401,104824,JohnnieNepal,
402,104824,thewimperoo,
403,104824,HopsMatt,
404,104824,TheSevenDuffs,
405,104824,emerge077,4.25
406,104824,Cynic-ale,
407,104824,homebrew311,4.25
408,104824,Hopmarc,
409,104824,tjdemon,
410,104824,Hopheadjeffery,
411,104824,emottram,
412,104824,kif,
413,104824,JohnnyNicks,
414,104824,Braden,
415,104824,badmotorgrunge,
416,104824,kidzord,
417,104824,langchops,4.75
418,178980,ajm5108,
419,329435,MTKATL,4.25
420,104824,shredder83,
421,104824,kodt,
422,144464,yergermeister,4
423,203086,champ103,3.25
424,47792,WillieMoe,
425,47792,IBUnit63,
426,141814,waiting4lunch,
427,288531,richj1970,
428,288531,WoodBrew,
429,236247,loganburgh,3.75
430,236247,tommy5,4
431,236247,kbarnes9,3.5
432,236247,dtm426,4.25
433,236247,msumike89,3.5
434,236247,midlifec,4.25
435,209991,chill-i-am,3.25
436,209991,rfreed,3.75
437,209991,1971bernat,3
438,209991,DamienI,3.5
439,209991,Asics,4
440,209991,Sound_Explorer,3.75
441,209991,Moose90,3.5
442,106164,aussiebeer,4.5
443,106164,beersdmf17,
444,106164,foretheloveofbeer,
445,106164,JohnnyNicks,
446,106164,Inglewood,
447,106164,MNPikey,
448,106164,thinwhiteduke,
449,106164,ScottyBonzai,
450,195,Noxious26,4.5
451,195,nfo,3.5
452,195,MrNuggets,5
453,195,JohnfromDublin,4
454,195,charlatan,4
455,195,misterscooter,3.5
456,2018,SMITHAND,
457,2018,timiskin,
458,2018,biegaman,3.75
459,2018,JohnnyBarman,3.5
460,2018,cre83,
461,2018,RedAleMan,
462,2018,ColdOneKev,
463,54663,RichH55,
464,54663,barnzy78,
465,54663,TMoney2591,3
466,54663,sweemzander,3
467,54663,weeare138,3
468,54663,BeerFMAndy,4
469,54663,emerge077,4
470,195,chrisms86,4.5
471,195,ElGordo,4
472,195,mjbrewboy,3.5
473,195,IceAce,3.5
474,195,KoG,4.5
475,195,donnebaby,4
476,195,HochFliegen,2.5
477,195,RedDiamond,3
478,195,Brian700,4.5
479,195,RenoZymurgist,3.5
480,195,Thrasher,4
481,195,carln26,4.5
482,195,beerceller99,3.5
483,195,Boilermaker88,4
484,142974,abkaroll,4.25
485,142974,Nat1975,4
486,195,BuckeyeNation,4
487,195,RoyalT,3.5
488,195,beertaster13,4.5
489,195,Rastacouere,4
490,195,tavernjef,4
491,195,Redrover,4
492,195,garthwaite,4
493,195,krberg,4
494,195,watermelonman,4
495,195,goindownsouth,4
496,2018,leedorham,
497,142974,Jtrigonis,3.5
498,2018,bylerteck,3.25
499,2018,delalove,
500,2018,tm_bennett,
501,2018,msubulldog25,
502,2018,jmccraney,
503,2018,Gww1864,
504,2018,TheLevi4000,
505,2018,Asics,
506,2018,JMS1512,
507,2018,RichH55,
508,2018,JBetz,4
509,2018,williamjbauer,
510,2018,ChugMan,3.75
511,2018,Nachos4two,
512,2018,LJWalker,
513,2018,Jameswoody,
514,2018,510a,
515,2018,MADhombrewer,
516,2018,Murrhey,3.25
517,2018,ESeab,
518,2018,flyers1980,
519,2018,scootsmal,
520,2018,skaboom420,
521,2018,Tonyole,
522,195,WetCoaster,3.5
523,195,MobBarley,5
524,195,woemad,3.5
525,195,jtfest,4
526,195,winomark,3
527,155811,Bugs318,4.25
528,195,UncleFrank,3.5
529,195,Gusler,4
530,195,alexgash,3.5
531,195,Gueuzedude,3.5
532,195,BeerResearcher,4
533,195,putnam,3.5
534,195,brakspear,4
535,195,beerguy101,4
536,195,arizcards,4.5
537,195,GreenCard,4.5
538,195,Rumrunner,4
539,195,PhantomVodoo,4.5
540,195,jcalabre,3.5
541,195,Boto,4
542,5586,drpimento,2.5
543,195,Delephant,4.5
544,195,freed,4.5
545,195,Reidrover,4
546,195,Fabric8r,3.5
547,195,feloniousmonk,3.5
548,2018,BeerLover99,
549,2018,PACNWipaFan,
550,2018,FalconA,
551,2018,brother_rat,
552,2018,KiMiRaiK,
553,2018,poppyjohn,
554,2018,bigred89,
555,2018,Braz,
556,2018,Phillyz,
557,2018,blackduckny,
558,2018,timwardjr,
559,2018,Noboatfred,
560,2018,NickThePyro,
561,2018,StonedTrippin,4.25
562,2018,Ricelikesbeer,
563,2018,Lazaro,
564,2018,CanisMajor,
565,2018,atr2605,4.25
566,2018,Monkeypaws,
567,2018,fivetime,
568,2018,Dank26,
569,2018,MDDMD,4
570,2018,schopenhauerale,
571,2018,hopsolutely,4
572,2018,Chugs13,
573,2018,foureyedgeek,
574,2018,Treb0R,
575,2018,abcdefghijkyle,
576,2018,nstroup,
577,2018,stakem,3.25
578,2018,CB2maltygoodness,
579,195,zacharius,2
580,195,aracauna,3
581,195,Mark,4
582,195,sinistersteve,4
583,195,BeerManDan,4.5
584,195,beernut7,5
585,195,ZAP,3.5
586,195,Jordan,4
587,195,mattmaples,4
588,2018,Keyportnick,
589,2018,mscudder,
590,2018,CoryR,
591,2018,SeamusDoyle,4
592,2018,ryser2k,
593,2018,sdtardio,
594,2018,diddly,5
595,2018,Knapp85,4
596,2018,micahmye,
597,2018,khooke,4.5
598,2018,KalanM,
599,2018,WillieThreebiers,
600,2018,IPAFrankieH,
601,2018,MacStinson,
602,2018,irishgreensoda,
603,2018,One_Man_Gang,
604,2018,baklo,
605,2018,Kastler,4
606,2018,ahubal,
607,2018,SpectralAbyss,
608,2018,SciFritz,
609,2018,mcsauter82,
610,2018,dbfp210,
611,2018,jrfehon33,
612,2018,foxyaardvark27,
613,2018,AgentMunky,4
614,2018,IronLover,3.5
615,2018,Stizz19,
616,2018,andrenaline,4
617,2018,rangerred,3.5
618,2018,staque,
619,2018,adkieffer,
620,2018,JDizz,
621,2018,JLapadura,
622,2018,GiantMidget,
623,2018,wertschy,
624,2018,GWC,
625,2018,jlindros,3.5
626,2018,hardcor33,
627,2018,SolipsismalCat,3.5
628,2018,tmars13,
629,2018,TheMultiYeast,3.5
630,142974,kotzbauerm,4.5
631,142974,brywhite,3.5
632,2018,ngeunit1,4.5
633,2018,WastingFreetime,3.5
634,2018,Aleforme,
635,2018,Hopfenpeter,4
636,2018,joemcgrath27,4
637,2018,Darkmagus82,3.5
638,2018,WaterCzar,
639,2018,bourbonbock,4
640,2018,LKFH,
641,2018,Cicerone-Dustin,4.5
642,2018,ummswimmin,3.5
643,2018,MeanJoe,
644,2018,smonice,
645,2018,Giantspace,
646,2018,jaidenjb,
647,2018,marty717,
648,2018,facundoCNB,4
649,2018,bjames08,
650,2018,thefullpython,
651,2018,bigdeuce,4.5
652,2018,jasinviso,
653,2018,TheBrewo,3.5
654,2018,mhaugo,
655,2018,BeerDrinkingRhino,
656,2018,Perducci,
657,2018,Shawkabukoo,
658,2018,jjboesen,3
659,2018,kell50,
660,2018,alpenglocken,
661,2018,Hainesworth,
662,2018,draheim,4
663,2018,oriolesfan4,4
664,2018,JWU,3.5
665,2018,kylehay2004,3.5
666,2018,nickfl,3.5
667,2018,lern,
668,2018,WDJersey,
669,2018,tlazaroff,3.5
670,2018,danield3,
671,2018,bifrost17,
672,2018,bonz696,
673,2018,EvanTJ,
674,2018,ellswrth,
675,2018,JJStorm,
676,2018,rolltide8425,
677,2018,staticmaneuver,
678,2018,ridgeline23,
679,2018,Ispeakforthetrees,
680,2018,drpimento,5
681,2018,dbrauneis,4
682,2018,randylangford,
683,2018,rodrigueZflyingf0x,
684,2018,TheNightwatchman,
685,2018,ncworster,
686,2018,cjac,
687,2018,metter98,3.5
688,2018,wordemupg,4.5
689,2018,IPAchris,
690,2018,kaelingirl,
691,2018,FuselGuy,
692,2018,soulfly1492,4.5
693,2018,Hoppaholic,
694,2018,TimoP,
695,2018,Treebs,3.5
696,2018,IronDjinn,4
697,2018,bigfnjoe,
698,2018,DrDemento456,3.5
699,2018,TasteTester,
700,142974,Kmlund,3
701,2018,ThisWangsChung,3.5
702,2018,Suds,4
703,2018,LexShaw89,
704,2018,hoppymcgee,
705,2018,chrisfallon83,
706,2018,yergermeister,
707,2018,lwillitz,4
708,2018,BMMillsy,3.5
709,2018,gniv,
710,2018,Hopmodium,
711,2018,laymansbeerfan,
712,2018,mooseo,4
713,2018,microbrewlover,4
714,2018,Buggies,3
715,2018,beerrooster,
716,329815,2beerdogs,
717,2018,Rickythejeweler,4
718,2018,Underdogbisco,
719,2018,DonFrap,
720,2018,bumchilly25,
721,2018,sukwonee,4.5
722,2018,DaftCaskBC,3.5
723,2018,jtierney89,3
724,2018,jtd335,
725,2018,Aschap,
726,2018,akorsak,3.5
727,2018,TheMadStork,
728,2018,harrymel,4
729,2018,rileywr,
730,2018,ejimhof,
731,2018,howard12,
732,2018,Boz12,
733,2018,GeoffreyM,
734,2018,BeerForHokie,
735,2018,mrkinnex,
736,2018,donationcup,
737,2018,Hanzo,
738,2018,jpd7374,
739,2018,karatebartender,
740,2018,blake58,
741,2018,Stephiep1909,
742,2018,vicsju1991,5
743,2018,mendvicdog,
744,2018,wbillw,
745,2018,muchloveforhops3,
746,2018,Kenny,
747,2018,avaldivia,
748,2018,Kevlee722,
749,2018,BeerNDoggerel,
750,2018,andrewborstein,
751,2018,VonZipper,
752,2018,WVbeergeek,4
753,2018,edwardkersh,
754,2018,thecheapies,2.5
755,2018,wvsabbath,
756,2018,piclee,
757,2018,thain709,3.5
758,2018,kickerofelves,
759,2018,orangesol,
760,2018,ShadyJay,
761,2018,jaypurvis,
762,142974,CJNAPS,4
763,2018,Stinkypuss,3.5
764,2018,BeerCentralWA,3.5
765,2018,shelby415,
766,2018,JimmyTango,
767,2018,fizzyted,
768,2018,zekeman17,
769,2018,PacNWDad,3
770,2018,jfcaa193,
771,2018,DCon,3.5
772,2018,hopfacebrew,3.5
773,2018,weaselchew,
774,2018,mfavoino,3.5
775,2018,strongaf,
776,2018,Phyl21ca,3
777,2018,DrinkSlurm,4
778,2018,Amalak,4
779,2018,Telestic,
780,2018,jpbebeau,
781,2018,elgiacomo,3.5
782,2018,Kopfschuss,
783,2018,Lantern,
784,2018,AlaskanYoung,
785,2018,danotronik,
786,2018,Exiled,
787,2018,Beer4Baltimore,
788,2018,Jenray,
789,2018,bluntedboywonder,
790,2018,twelveinches,
791,2018,chickenm,
792,142974,johnnnniee,4
793,2018,cmq103,4
794,2018,Finatic,
795,2018,patm1986,
796,2018,Petorian13,
797,2018,virinow,
798,2018,projhex,
799,2018,doughanson78,
800,2018,ithinkimasofa,
801,2018,leftoverburrito,
802,2018,kinopio,
803,2018,garuda,
804,2018,mstyne,4
805,2018,mjw1200,4.5
806,2018,Chaney,4
807,2018,steelerguy,3.5
808,2018,kingcrowing,4
809,2018,CHickman,3
810,2018,Rschis16,4.5
811,142974,Knapp85,4.25
812,142974,ChaseTheAce,4
813,142974,NateF90,4.25
814,142974,Gator_Chomp,4.25
815,2018,Daniellobo,3.5
816,2018,Huhzubendah,2.5
817,2018,afdempse,3.5
818,2018,jayhawk73,4
819,2018,BerkeleyBeerMan,4.5
820,2018,EspressoGuy,3.5
821,2018,Yagman3000,3.5
822,2018,drabmuh,3.5
823,2018,Spica66,3.5
824,2018,LazyL,3.5
825,2018,spinrsx,4
826,2018,hreb,3.5
827,2018,distantmantra,3.5
828,2018,notchucknorris,3.5
829,2018,Franch,4
830,2018,Supersweetshirts,4
831,2018,jwhancher,3.5
832,2018,thebrood1987,4.5
833,2018,meeekyh,3.5
834,2018,Rutager,3.5
835,142974,coltonbrimhall,3.75
836,2018,Haybeerman,3
837,2018,Hollybee,3.5
838,2018,Ego,3
839,2018,Mebuzzard,4
840,2018,Beaver13,2
841,2018,ArrogantB,3.5
842,2018,TheFightfan1,3.5
843,210718,Bryan12345,4.25
844,210718,Acforster2,3.5
845,210718,Satsuma,3.5
846,210718,Lare453,3.5
847,210718,cjgator3,3.75
848,2018,flexabull,4
849,2018,flagmantho,3
850,2018,taigor,3.5
851,2018,Mora2000,4
852,2018,beer2day,3
853,2018,Derek,3.5
854,2018,CHADMC3,4
855,2018,BARFLYB,2.5
856,2018,bradleyp,3
857,2018,NWer,4.5
858,2018,industrialswill,4.5
859,2018,GRPunk,4
860,2018,coastiefish,3.5
861,2018,Briken,4.5
862,2018,appenzeller,4
863,2018,Beerandraiderfan,3.75
864,2018,david18,3.5
865,2018,honeybrewer,4
866,2018,philbertk,4
867,2018,lstokes,4
868,2018,Bouleboubier,4
869,2018,MisterClean,4
870,2018,PDXHops,2.5
871,2018,unHipHopHead,4
872,2018,ghebel,4
873,2018,alli4051,4
874,2018,MrDanno96,3.5
875,142974,rspauldi,3
876,2018,asabreed,4
877,2018,hophead247,4
878,2018,Mojoman8561,3.5
879,2018,corby112,1.5
880,2018,riored4v,4
881,2018,Halcyondays,3.5
882,2018,GreenCard,3.5
883,2018,bum732,3.5
884,2018,SanDiegoBeerLove,2.5
885,2018,snaotheus,3
886,142974,minterro,3.5
887,142974,afsdan,4.25
888,2018,deereless,4
889,2018,RKeyser,2.5
890,2018,TheManiacalOne,4
891,2018,GbVDave,4
892,2018,dudecandle,3.5
893,2018,rfgetz,3.5
894,2018,OZz,4.5
895,2018,chickencoop,4
896,2018,illidurit,3
897,2018,BDJake,4
898,2018,velosuds,3.5
899,2018,mentor,4.5
900,2018,portia99,4
901,2018,ppoitras,4
902,2018,bcm119,3.5
903,2018,DrScotch,3.5
904,2018,Rayek,4
905,2018,GarrisWH,3.5
906,2018,indiapaleale,3.5
907,2018,jeffjeff1,4
908,2018,almychristopher,4
909,50362,Sammy,
910,216090,chuckgietzen,
911,2018,DIM,3
912,2018,beertunes,4
913,2018,PhillyStyle,3.5
914,2018,pokesbeerdude,4
915,2018,Kadonny,4.5
916,2018,gdfan47,4.5
917,2018,blackc5,4
918,2018,popery,2.5
919,2018,reinheitsgebot83,4
920,2018,yesyouam,3.5
921,82120,XmnwildX12,
922,82120,mmulebarn,
923,2018,OStrungT,2.5
924,2018,xhcadamx,3.5
925,2018,GilGarp,4
926,2018,glid02,4
927,2018,gford217,4
928,2018,chiral3,3
929,2018,yeastsipper,3.5
930,2018,cvfish,4
931,2018,froghop,3.5
932,2018,Dogbrick,4
933,2018,erok,4.5
934,2018,jujubeast6000,3.5
935,82120,MNBeerGeek,
936,2018,scruffwhor,3.5
937,2018,williamherbert,4
938,2018,GJ40,4
939,2018,EPICAC,4
940,2018,RonfromJersey,3
941,2018,AltBock,3.5
942,2018,Magpie14,3.5
943,2018,RedDiamond,3
944,2018,jdense,4
945,2018,ATPete,2.5
946,2018,Docer,3.5
947,82120,tuckerlikesbeer,
948,82120,Joey1566,
949,82120,Chibeerguy1,
950,2018,BuffaloTapHugger,4
951,2018,StJamesGate,4
952,2018,olmatty,4.5
953,2018,LilBeerDoctor,4
954,2018,midaszero,4
955,2018,Kendo,4.5
956,2018,bitterthebetter,4.5
957,2018,Spikester,4
958,2018,t0rin0,3
959,134305,Socialiste,
960,134305,NJBeer265,
961,2018,NittanyBeerFan,4
962,2018,blklab2007,4
963,2018,ClockworkOrange,3.5
964,82120,EJJ1848,
965,82120,zestar,
966,142974,tkdchampxi,4
967,142974,Blaze5445,3.75
968,142974,amalburg,3.25
