review_id,beer_id,username,score
408,104824,Hopmarc,4.5
409,104824,tjdemon,4.75
410,104824,Hopheadjeffery,4.25
411,104824,emottram,4.25
412,104824,kif,5
413,104824,JohnnyNicks,5
414,104824,Braden,5
415,104824,badmotorgrunge,5
416,104824,kidzord,5
417,104824,langchops,4.58
418,178980,ajm5108,4.54
419,329435,MTKATL,4.13
420,104824,shredder83,4.5
421,104824,kodt,3.75
422,144464,yergermeister,4
423,203086,champ103,3.35
424,47792,WillieMoe,3.85
425,47792,IBUnit63,3.65
426,141814,waiting4lunch,4.5
427,288531,richj1970,3.85
428,288531,WoodBrew,3.76
429,236247,loganburgh,3.78
430,236247,tommy5,3.9
431,236247,kbarnes9,3.64
432,236247,dtm426,4.31
433,236247,msumike89,3.69
434,236247,midlifec,4.21
435,209991,chill-i-am,3.22
436,209991,rfreed,3.75
437,209991,1971bernat,3
438,209991,DamienI,3.5
439,209991,Asics,4
440,209991,Sound_Explorer,3.71
441,209991,Moose90,3.74
442,106164,aussiebeer,4.5
443,106164,beersdmf17,4
444,106164,foretheloveofbeer,3.75
445,106164,JohnnyNicks,4
446,106164,Inglewood,4
447,106164,MNPikey,4
448,106164,thinwhiteduke,4.25
449,106164,ScottyBonzai,3.75
450,195,Noxious26,4.3
451,195,nfo,3.52
452,195,MrNuggets,5
453,195,JohnfromDublin,3.72
454,195,charlatan,4.04
455,195,misterscooter,3.33
456,2018,SMITHAND,3.75
457,2018,timiskin,4.25
458,2018,biegaman,3.78
459,2018,JohnnyBarman,3.5
460,2018,cre83,3.75
461,2018,RedAleMan,4
462,2018,ColdOneKev,4.5
463,54663,RichH55,4
464,54663,barnzy78,3.5
465,54663,TMoney2591,3.6
466,54663,sweemzander,3.11
467,54663,weeare138,3.1
468,54663,BeerFMAndy,3.97
469,54663,emerge077,3.9
470,195,chrisms86,4.27
471,195,ElGordo,4.37
472,195,mjbrewboy,3.45
473,195,IceAce,3.21
474,195,KoG,4.52
475,195,donnebaby,4.08
476,195,HochFliegen,2.71
477,195,RedDiamond,3.35
478,195,Brian700,4.2
479,195,RenoZymurgist,3.29
480,195,Thrasher,4.05
481,195,carln26,4.05
482,195,beerceller99,3.7
483,195,Boilermaker88,4.2
484,142974,abkaroll,4.3
485,142974,Nat1975,4
486,195,BuckeyeNation,3.92
487,195,RoyalT,3.53
488,195,beertaster13,4.42
489,195,Rastacouere,3.93
490,195,tavernjef,3.92
491,195,Redrover,3.83
492,195,garthwaite,3.85
493,195,krberg,3.85
494,195,watermelonman,3.98
495,195,goindownsouth,4.07
496,2018,leedorham,4.25
497,142974,Jtrigonis,3.57
498,2018,bylerteck,3.14
499,2018,delalove,4.5
500,2018,tm_bennett,4
501,2018,msubulldog25,4
502,2018,jmccraney,4
503,2018,Gww1864,3.75
504,2018,TheLevi4000,3.75
505,2018,Asics,3.5
506,2018,JMS1512,3
507,2018,RichH55,4.5
508,2018,JBetz,3.91
509,2018,williamjbauer,3.75
510,2018,ChugMan,3.53
511,2018,Nachos4two,3.75
512,2018,LJWalker,3.5
513,2018,Jameswoody,4.5
514,2018,510a,3.75
515,2018,MADhombrewer,4.25
516,2018,Murrhey,3.31
517,2018,ESeab,4
518,2018,flyers1980,3.25
519,2018,scootsmal,3.5
520,2018,skaboom420,3.5
521,2018,Tonyole,4
522,195,WetCoaster,3.68
523,195,MobBarley,4.74
524,195,woemad,3.68
525,195,jtfest,3.97
526,195,winomark,3.18
527,155811,Bugs318,4.22
528,195,UncleFrank,3.62
529,195,Gusler,4.02
530,195,alexgash,3.8
531,195,Gueuzedude,3.6
532,195,BeerResearcher,4.02
533,195,putnam,3.38
534,195,brakspear,4.12
535,195,beerguy101,3.88
536,195,arizcards,4.15
537,195,GreenCard,4.25
538,195,Rumrunner,4
539,195,PhantomVodoo,4.3
540,195,jcalabre,3.67
541,195,Boto,3.88
542,5586,drpimento,2.35
543,195,Delephant,4.32
544,195,freed,4.3
545,195,Reidrover,4.03
546,195,Fabric8r,3.85
547,195,feloniousmonk,3.79
548,2018,BeerLover99,4.25
549,2018,PACNWipaFan,4.25
550,2018,FalconA,3.5
551,2018,brother_rat,4.25
552,2018,KiMiRaiK,3.75
553,2018,poppyjohn,3.75
554,2018,bigred89,3.75
555,2018,Braz,3.75
556,2018,Phillyz,4
557,2018,blackduckny,4.25
558,2018,timwardjr,4
559,2018,Noboatfred,4
560,2018,NickThePyro,4
561,2018,StonedTrippin,4.09
562,2018,Ricelikesbeer,4
563,2018,Lazaro,3.5
564,2018,CanisMajor,4
565,2018,atr2605,4.18
566,2018,Monkeypaws,4
567,2018,fivetime,3.75
568,2018,Dank26,3.75
569,2018,MDDMD,4
570,2018,schopenhauerale,3.75
571,2018,hopsolutely,3.73
572,2018,Chugs13,4
573,2018,foureyedgeek,4.25
574,2018,Treb0R,4
575,2018,abcdefghijkyle,3.75
576,2018,nstroup,4
577,2018,stakem,3.33
578,2018,CB2maltygoodness,3.75
579,195,zacharius,2.81
580,195,aracauna,3.27
581,195,Mark,4.05
582,195,sinistersteve,4.18
583,195,BeerManDan,4.42
584,195,beernut7,4.67
585,195,ZAP,3.67
586,195,Jordan,4
587,195,mattmaples,4
588,2018,Keyportnick,3.5
589,2018,mscudder,3.5
590,2018,CoryR,3.5
591,2018,SeamusDoyle,3.88
592,2018,ryser2k,3.75
593,2018,sdtardio,4
594,2018,diddly,4.59
595,2018,Knapp85,3.91
596,2018,micahmye,4
597,2018,khooke,4.15
598,2018,KalanM,4
599,2018,WillieThreebiers,3.75
600,2018,IPAFrankieH,3.75
601,2018,MacStinson,4
602,2018,irishgreensoda,3.75
603,2018,One_Man_Gang,4.5
604,2018,baklo,4.25
605,2018,Kastler,4.09
606,2018,ahubal,4.75
607,2018,SpectralAbyss,4
608,2018,SciFritz,4.25
609,2018,mcsauter82,3.75
610,2018,dbfp210,3.75
611,2018,jrfehon33,3.75
612,2018,foxyaardvark27,4
613,2018,AgentMunky,4.17
614,2018,IronLover,3.6
615,2018,Stizz19,3.75
616,2018,andrenaline,4
617,2018,rangerred,3.33
618,2018,staque,4
619,2018,adkieffer,3.75
620,2018,JDizz,4
621,2018,JLapadura,3.75
622,2018,GiantMidget,4.5
623,2018,wertschy,4.25
624,2018,GWC,4.75
625,2018,jlindros,3.55
626,2018,hardcor33,3.75
627,2018,SolipsismalCat,3.83
628,2018,tmars13,3.5
629,2018,TheMultiYeast,3.8
630,142974,kotzbauerm,4.5
631,142974,brywhite,3.45
632,2018,ngeunit1,4.2
633,2018,WastingFreetime,3.41
634,2018,Aleforme,4
635,2018,Hopfenpeter,3.92
636,2018,joemcgrath27,4
637,2018,Darkmagus82,3.48
638,2018,WaterCzar,3.75
639,2018,bourbonbock,3.92
640,2018,LKFH,4.5
641,2018,Cicerone-Dustin,4.14
642,2018,ummswimmin,3.75
643,2018,MeanJoe,4.25
644,2018,smonice,3.5
645,2018,Giantspace,3.5
646,2018,jaidenjb,3
647,2018,marty717,5
648,2018,facundoCNB,3.7
649,2018,bjames08,4.25
650,2018,thefullpython,3.75
651,2018,bigdeuce,4.33
652,2018,jasinviso,3.75
653,2018,TheBrewo,3.71
654,2018,mhaugo,4
655,2018,BeerDrinkingRhino,4
656,2018,Perducci,4.25
657,2018,Shawkabukoo,4
658,2018,jjboesen,3.28
659,2018,kell50,4
660,2018,alpenglocken,4
661,2018,Hainesworth,3
662,2018,draheim,4
663,2018,oriolesfan4,4.02
664,2018,JWU,3.65
665,2018,kylehay2004,3.5
666,2018,nickfl,3.53
667,2018,lern,3.75
668,2018,WDJersey,4.75
669,2018,tlazaroff,3.49
670,2018,danield3,3.5
671,2018,bifrost17,3
672,2018,bonz696,4.25
673,2018,EvanTJ,4
674,2018,ellswrth,3.75
675,2018,JJStorm,4.5
676,2018,rolltide8425,4
677,2018,staticmaneuver,4.25
678,2018,ridgeline23,4
679,2018,Ispeakforthetrees,4
680,2018,drpimento,4.73
681,2018,dbrauneis,3.88
682,2018,randylangford,4
683,2018,rodrigueZflyingf0x,3.75
684,2018,TheNightwatchman,3.75
685,2018,ncworster,4
686,2018,cjac,4
687,2018,metter98,3.65
688,2018,wordemupg,4.2
689,2018,IPAchris,3.5
690,2018,kaelingirl,3.75
691,2018,FuselGuy,4
692,2018,soulfly1492,4.2
693,2018,Hoppaholic,4.5
694,2018,TimoP,3.75
695,2018,Treebs,3.46
696,2018,IronDjinn,4.1
697,2018,bigfnjoe,3.75
698,2018,DrDemento456,3.58
699,2018,TasteTester,3.75
700,142974,Kmlund,3
701,2018,ThisWangsChung,3.5
702,2018,Suds,3.91
703,2018,LexShaw89,4
704,2018,hoppymcgee,3.75
705,2018,chrisfallon83,4.25
706,2018,yergermeister,4.25
707,2018,lwillitz,3.78
708,2018,BMMillsy,3.46
709,2018,gniv,4.5
710,2018,Hopmodium,3.75
711,2018,laymansbeerfan,3.5
712,2018,mooseo,3.68
713,2018,microbrewlover,3.61
714,2018,Buggies,3.06
715,2018,beerrooster,4.75
716,329815,2beerdogs,3.81
717,2018,Rickythejeweler,4.05
718,2018,Underdogbisco,4
719,2018,DonFrap,2.5
720,2018,bumchilly25,3.75
721,2018,sukwonee,4.08
722,2018,DaftCaskBC,3.7
723,2018,jtierney89,3
724,2018,jtd335,4
725,2018,Aschap,4.25
726,2018,akorsak,3.53
727,2018,TheMadStork,3.75
728,2018,harrymel,3.76
729,2018,rileywr,4
730,2018,ejimhof,4
731,2018,howard12,4
732,2018,Boz12,4.25
733,2018,GeoffreyM,4
734,2018,BeerForHokie,4
735,2018,mrkinnex,4.75
736,2018,donationcup,1
737,2018,Hanzo,3.75
738,2018,jpd7374,4
739,2018,karatebartender,4.5
740,2018,blake58,4
741,2018,Stephiep1909,4
742,2018,vicsju1991,4.28
743,2018,mendvicdog,4.25
744,2018,wbillw,4
745,2018,muchloveforhops3,4
746,2018,Kenny,4.25
747,2018,avaldivia,3.75
748,2018,Kevlee722,3.75
749,2018,BeerNDoggerel,3.5
750,2018,andrewborstein,4
751,2018,VonZipper,3.75
752,2018,WVbeergeek,4.1
753,2018,edwardkersh,3.75
754,2018,thecheapies,2.52
755,2018,wvsabbath,4
756,2018,piclee,3.5
757,2018,thain709,3.58
758,2018,kickerofelves,4
759,2018,orangesol,3.75
760,2018,ShadyJay,4.5
761,2018,jaypurvis,3.5
762,142974,CJNAPS,3.86
763,2018,Stinkypuss,3.8
764,2018,BeerCentralWA,3.72
765,2018,shelby415,3.75
766,2018,JimmyTango,4.5
767,2018,fizzyted,4
768,2018,zekeman17,4.5
769,2018,PacNWDad,3.53
770,2018,jfcaa193,4
771,2018,DCon,3.55
772,2018,hopfacebrew,3.5
773,2018,weaselchew,4
774,2018,mfavoino,3.42
775,2018,strongaf,3.75
776,2018,Phyl21ca,3.16
777,2018,DrinkSlurm,3.85
778,2018,Amalak,4.1
779,2018,Telestic,4
780,2018,jpbebeau,3.75
781,2018,elgiacomo,3.58
782,2018,Kopfschuss,3.5
783,2018,Lantern,3
784,2018,AlaskanYoung,3
785,2018,danotronik,4.75
786,2018,Exiled,4
787,2018,Beer4Baltimore,4
788,2018,Jenray,3
789,2018,bluntedboywonder,5
790,2018,twelveinches,4
791,2018,chickenm,3.5
792,142974,johnnnniee,4
793,2018,cmq103,3.7
794,2018,Finatic,4
795,2018,patm1986,4.25
796,2018,Petorian13,4.25
797,2018,virinow,4
798,2018,projhex,3
799,2018,doughanson78,4
800,2018,ithinkimasofa,3.5
801,2018,leftoverburrito,4
802,2018,kinopio,5
803,2018,garuda,4
804,2018,mstyne,3.88
805,2018,mjw1200,4.23
806,2018,Chaney,3.88
807,2018,steelerguy,3.58
808,2018,kingcrowing,3.63
809,2018,CHickman,2.82
810,2018,Rschis16,4.13
811,142974,Knapp85,4.08
812,142974,ChaseTheAce,4
813,142974,NateF90,4.18
814,142974,Gator_Chomp,4.25
815,2018,Daniellobo,3.4
816,2018,Huhzubendah,2.59
817,2018,afdempse,3.28
818,2018,jayhawk73,4.13
819,2018,BerkeleyBeerMan,4.5
820,2018,EspressoGuy,3.34
821,2018,Yagman3000,3.53
822,2018,drabmuh,3.75
823,2018,Spica66,3.58
824,2018,LazyL,3.48
825,2018,spinrsx,3.83
826,2018,hreb,3.65
827,2018,distantmantra,3.65
828,2018,notchucknorris,3.71
829,2018,Franch,3.97
830,2018,Supersweetshirts,3.95
831,2018,jwhancher,3.58
832,2018,thebrood1987,4.38
833,2018,meeekyh,3.63
834,2018,Rutager,3.78
835,142974,coltonbrimhall,3.84
836,2018,Haybeerman,3.33
837,2018,Hollybee,3.43
838,2018,Ego,3.31
839,2018,Mebuzzard,4.13
840,2018,Beaver13,2.12
841,2018,ArrogantB,3.56
842,2018,TheFightfan1,3.79
843,210718,Bryan12345,4.25
844,210718,Acforster2,3.37
845,210718,Satsuma,3.58
846,210718,Lare453,3.5
847,210718,cjgator3,3.75
848,2018,flexabull,3.83
849,2018,flagmantho,3.35
850,2018,taigor,3.7
851,2018,Mora2000,3.88
852,2018,beer2day,3.15
853,2018,Derek,3.86
854,2018,CHADMC3,3.97
855,2018,BARFLYB,2.93
856,2018,bradleyp,3.17
857,2018,NWer,4.35
858,2018,industrialswill,4.37
859,2018,GRPunk,4.15
860,2018,coastiefish,3.47
861,2018,Briken,4.25
862,2018,appenzeller,3.85
863,2018,Beerandraiderfan,3.65
864,2018,david18,3.5
865,2018,honeybrewer,3.89
866,2018,philbertk,4
867,2018,lstokes,4.12
868,2018,Bouleboubier,3.85
869,2018,MisterClean,4.11
870,2018,PDXHops,2.86
871,2018,unHipHopHead,3.78
872,2018,ghebel,3.85
873,2018,alli4051,4.02
874,2018,MrDanno96,3.31
875,142974,rspauldi,3.12
876,2018,asabreed,4.03
877,2018,hophead247,4
878,2018,Mojoman8561,3.58
879,2018,corby112,2.03
880,2018,riored4v,3.85
881,2018,Halcyondays,3.61
882,2018,GreenCard,3.55
883,2018,bum732,3.95
884,2018,SanDiegoBeerLove,2.61
885,2018,snaotheus,3.45
886,142974,minterro,3.58
887,142974,afsdan,4.25
888,2018,deereless,3.78
889,2018,RKeyser,2.68
890,2018,TheManiacalOne,4.1
891,2018,GbVDave,4
892,2018,dudecandle,3.66
893,2018,rfgetz,3.77
894,2018,OZz,3.97
895,2018,chickencoop,4
896,2018,illidurit,3.33
897,2018,BDJake,3.96
898,2018,velosuds,3.86
899,2018,mentor,4.36
900,2018,portia99,4.1
901,2018,ppoitras,4.15
902,2018,bcm119,3.53
903,2018,DrScotch,3.65
904,2018,Rayek,4
905,2018,GarrisWH,3.75
906,2018,indiapaleale,3.68
907,2018,jeffjeff1,3.92
908,2018,almychristopher,3.83
909,50362,Sammy,3.9
910,216090,chuckgietzen,3.04
911,2018,DIM,3.13
912,2018,beertunes,3.67
913,2018,PhillyStyle,3.41
914,2018,pokesbeerdude,4.15
915,2018,Kadonny,4.37
916,2018,gdfan47,4.2
917,2018,blackc5,4.16
918,2018,popery,3.03
919,2018,reinheitsgebot83,3.81
920,2018,yesyouam,3.7
921,82120,XmnwildX12,2.75
922,82120,mmulebarn,3.25
923,2018,OStrungT,3.14
924,2018,xhcadamx,3.6
925,2018,GilGarp,4.06
926,2018,glid02,3.83
927,2018,gford217,3.75
928,2018,chiral3,3.21
929,2018,yeastsipper,3.58
930,2018,cvfish,4.27
931,2018,froghop,3.42
932,2018,Dogbrick,3.88
933,2018,erok,4.32
934,2018,jujubeast6000,3.36
